notice_date,reason,company,address,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
4/15/2020,Temporary Plant Layoff,"NYC & Company, Inc.","810 Seventh Avenue, 3rd Floor New York, NY 10019",(212) 484-1230,Travel and Tourism,77,-----,4/30/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/16/2020,Temporary Plant Closing,Zara USA,"666 Fifth Avenue New York, NY 10019",(646) 856-7346,Clothing Retail,717,-----,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,RWDSU Local 1102,Temporary Plant Closing
4/16/2020,Temporary Plant Closing,Zara USA,"630 Old Country Road Garden City, NY 11530",(646) 856-7346,Clothing Retail,89,-----,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,RWDSU Local 1102,Temporary Plant Closing
4/16/2020,Temporary Plant Closing,Zara USA,"1000 Palisades Center Drive West Nyack, NY  10994",(646) 856-7346,Clothing Retail,68,-----,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,RWDSU Local 1102,Temporary Plant Closing
4/16/2020,Temporary Plant Closing,Zara USA,"1 Walden Galleria Buffalo, NY 14225",(646) 856-7346,Clothing Retail,22,-----,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,RWDSU Local 1102,Temporary Plant Closing
4/16/2020,Temporary Plant Closing,Zara USA,"1 Crossgates Mall Road Albany, NY 12203",(646) 856-7346,Clothing Retail,22,-----,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,RWDSU Local 1102,Temporary Plant Closing
3/27/2020,Temporary Plant Layoff,American Management Association International (NYC),"1601 Broadway New York, NY 10019",(212) 903-8018,Consulting Group,26,-----,(21) 3/27/2020; (2) 4/3/2020; and (3) 4/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/27/2020,Temporary Plant Layoff,American Management Association International (Saranac Lake),"600 AMA Way Saranac Lake, NY 12983",(212) 903-8018,Consulting Group,28,-----,(27) 3/27/2020; (1) 4/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,Temporary Plant Layoff,Del Frisco's Grille of New York LLC dba Del Frisco's Grille - New York,"60 Rockefeller Plaza, Suite H New York, NY 10020",(713) 850-1010,Restaurant,101,-----,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,Temporary Plant Layoff,Del Frisco's of New York LLC dba Del Frisco's - New York,"1221 Avenue of the Americas New York, NY 10020",(713) 850-1010,Restaurant,251,-----,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,Temporary Plant Layoff,Morton's of Chicago/Fifth Ave. dba Morton's - New York,"551 5th Avenue New York, NY 10176",(713) 850-1010,Restaurant,69,-----,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/13/2020,Temporary Plant Layoff,Stoler of Westbury dba Westbury Toyota,"1121 Old Country Road Westbury, NY 11590",(516) 368-8744,Auto Dealership,81,116,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,United Automobile Workers of America,Temporary Plant Layoff
4/7/2020,Temporary Plant Layoff,ADI of NY LLC,"1309 Old Country Road Riverhead, NY 11901",(631) 727-0700,Auto Dealership,10,-----,3/31/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/7/2020,Temporary Plant Layoff,Eagle Auto Mall Corp.,"1320 Old Country Road Riverhead, NY 11901",(631) 727-0700,Auto Dealership,25,-----,3/31/2020,Unforeseeable business circumstances prompted by COVID-19,United Welfare Fund Local 355,Temporary Plant Layoff
4/7/2020,Temporary Plant Layoff,"Eagle Auto Mall Sales, Inc. dba Eagle Chevrolet","1330 Old Country Road Riverhead, NY 11901",(631) 727-0700 Ext,Auto Dealership,30,-----,3/31/2020,Unforeseeable business circumstances prompted by COVID-19,United Welfare Fund Local 355,Temporary Plant Layoff
4/13/2020,Temporary Plant Layoff,"ICR, Inc.","6 Neptune Road Poughkeepsie, NY 12601",(845) 298-0700,"Communication, Public Relations",50,-----,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/14/2020,Temporary Plant Layoff,"SUNation Solar Systems, Inc.","171 Remington Blvd. Ronkonkoma, NY 11779",(631) 750-9454,Solar Energy Equipment,128,-----,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,Temporary Plant Layoff,"Houlihan's Farmingdale, LLC dba Houlihan's – Farmingdale","923 Broad Road, Route 110 Farmingdale, NY 11735",(713) 850-1010,Restaurant,85,-----,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/13/2020,Temporary Plant Layoff,Palm New York Downtown LLC dba The Palm - New York (Tribeca),"206 West Street New York, NY 10282",(713) 850-1010,Restaurant,126,-----,4/13/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/13/2020,Temporary Plant Layoff,Palm West Corporation dba The Palm - West NY,"250 West 50th Street New York, NY 10019",(713) 850-1010,Restaurant,78,-----,4/13/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/14/2020,Plant Layoff,Fortune Media,"40 Fulton Street New York, NY 10038",(917) 273-5013,Media Company,27,-----,4/30/2020,Unforeseeable business circumstances prompted by COVID-19,"NewsGuild of New York, TNG/CWA, Local 31003",Plant Layoff
3/17/2020,Temporary Plant Layoff,"Bella Coppia, LLC dba Nick & Toni's Restaurant","136 N Main Street East Hampton, NY 11937",(631) 324-0068,Restaurant,24,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,Temporary Plant Layoff,"J.M. Haley, Corporation","151 Toledo Street Farmingdale, NY 11735",(516) 582-7904,Sheet Metal Contractor,44,-----,3/31/2020,Unforeseeable business circumstances prompted by COVID-19,United Service Workers Local 355,Temporary Plant Layoff
3/20/2020,Temporary Plant Layoff,The Argyle Group LLC,"50 Broad Street New York, NY 10004",(646) 839-0012,Executive Events Company,24,-----,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/10/2020,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks","Eastview Mall Victor, NY  14564",(614) 283-7292,Retail clothing store,67,67,Furloughs for part-time employees will begin on 3/28/2020.  Furloughs for full-time employees will begin on 4/12/2020.,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks","Destiny USA Syracuse, NY 13204",(614) 283-7292,Retail clothing store,83,83,Furloughs for part-time employees will begin on 3/28/2020. Furloughs for full-time employees will begin on 4/12/2020.,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks","Crossgates Mall Albany, NY 12203",(614) 283-7292,Retail clothing store,86,86,Furloughs for part-time employees will begin on 3/28/2020. Furloughs for full-time employees will begin on 4/12/2020.,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",(14 affected sites),(614) 283-7292,Retail clothing store,696,696,Furloughs for part-time employees will begin on 3/28/2020. Furloughs for full-time employees will begin on 4/12/2020.,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",(2 affected sites),(614) 283-7292,Retail clothing store,71,71,Furloughs for part-time employees will begin on 3/28/2020. Furloughs for full-time employees will begin on 4/12/2020.,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks","Hollister Co. 601-635 Harry L Drive, Ste 72 Johnson City, NY 13790",(614) 283-7292,Retail clothing store,37,37,Furloughs for part-time employees will begin on 3/28/2020. Furloughs for full-time employees will begin on 4/12/2020.,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",(2 affected sites),(614) 283-7292,Retail clothing store,63,63,Furloughs for part-time employees will begin on 3/28/2020. Furloughs for full-time employees will begin on 4/12/2020.,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",(8 affected sites),(614) 283-7292,Retail clothing store,1166,1166,Furloughs for part-time employees will begin on 3/28/2020. Furloughs for full-time employees will begin on 4/12/2020.,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks","Hollister Co. 1 Sangertown Square, Ste. 72 New Hartford, NY 13413",(614) 283-7292,Retail clothing store,26,26,Furloughs for part-time employees will begin on 3/28/2020. Furloughs for full-time employees will begin on 4/12/2020.,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",(11 sites),(614) 283-7292,Retail clothing store,401,401,Furloughs for part-time employees will begin on 3/28/2020. Furloughs for full-time employees will begin on 4/12/2020.,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
2/27/2020,Plant Closing,Maplebear Inc. dba Instacart (in-store operations across Fairway Market stores),"50 Manetto Hill Rd Plainview, NY 11803",(650) 549-7334,Same-day grocery delivery and pick-up service,22,182,"March 11, 2020",Winding down its in-store operations across Fairway Market stores in light of the retailer's recent bankruptcy filing and potential store closures.,The employees are not represented by a union.,Plant Closing
3/31/2020,Temporary Plant Closing,The Goodyear Tire & Rubber Company,"5500 Goodyear Drive Niagara Falls, NY 14304",(716) 236-2649,Manufacturer,41,-----,"30 employees were separated on April 1, 2020. An additional 11 employees will be separated starting on 4/1/2020 through at least 4/12/2020 or until further notice.",Unforeseeable business circumstances prompted by COVID-19,United Steel Workers Local 4-277,Temporary Plant Closing
3/24/2020,Temporary Plant Layoff,"Soho House New York, LLC","515 W. 20th Street New York, NY 10011",(646) 483-0603,Hotel,67,67,18 employees were separated on 3/20/2020. An additional 49 employees will be separated from 3/30/2020 to 5/31/2020.,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/24/2020,Temporary Plant Closing,"Soho House New York, Inc.","Members Club 29 9th Ave New York, NY 10014",(646) 483-0603,Hotel,244,244,14 employees were separated on 3/16/2020. An additional 230 employees will be separated from 3/30/2020 to 5/31/2020.,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/24/2020,Temporary Plant Closing,"Soho Ludlow Tenant, Inc.","Members Club 139 Ludlow Street New York, NY 10002",(646) 483-0603,Hotel,112,112,Seven employees were separated on 3/16/2020 . An additional 105 employees will be separated from 3/30/2020 to 5/31/2020.,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/3/2020,Temporary Plant Closing,Soho-Works 55 Water Inc.,"55 Water Street Brooklyn, NY 11201",(907) 852-3435,Restaurant,8,8,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/2/2020,Temporary Plant Layoff,"Altamarea Group, LLC","Marea 240 Central Park South New York, NY 10019",(347) 854-0160,Restaurant,-----,-----,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/6/2020,Temporary Plant Closing,"StructureTech New York, Inc.","1241 Broadway New York, NY  10001",(212) 732-5400 Ext,General Contractor,579,579,3/30/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/7/2020,Temporary Plant Layoff,Stoler of Queens Inc. dba Silver Star Motors,"36-11 Norther Blvd. Long Island City, NY 11101",(718) 361-2332,Auto Dealership,53,114,3/31/2020,Unforeseeable business circumstances prompted by COVID-19,Local 1102 RWDSU/UFCW,Temporary Plant Layoff
4/14/2020,Temporary Plant Layoff,ALM Media LLC,"150 East 42nd Street, Mezzanine Level New York, NY 10017",(212) 457-9437,Media Company,5,-----,4/14/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/15/2020,Plant Closing,Letgo Group B.V.,"490 Broadway, 5th Floor New York, NY 10012",(414) 793-4030,Internet Retail,49,-----,6/30/2020,Economic,The employees are not represented by a union,Plant Closing
4/15/2020,Temporary Plant Layoff,"Hearth Restaurant Investors, LLC","403 East 12th Street New York, NY 10009",(646) 602-1300,Restaurant,51,57,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
