notice_date,event_number,reason,company,address,county,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
4/8/2020,2019-1218,Temporary Plant Layoff,Morris Heights Health Center,"85 W. Burnside Ave.Bronx, NY 10453",Bronx County,(718) 716-4400 Ext,Healthcare Center,133,,4/10/2020,Unforeseeable business circumstances prompted by COVID-19,SEIU 1199 Healthcare Workers East,Temporary Plant Layoff
4/21/2020,2019-1504,Temporary Plant Layoff,"Hard Rock Stadium Tenant, Inc., Hard Rock Café Yankees Stadium","1 East 161st Street, 1st FloorBronx, NY 10461",Bronx County,(954) 797-5478,Restaurant,64,,4/13/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/20/2020,2019-1489,Temporary Plant Layoff,"Audio Command Systems, Inc.","694 Main StreetWestbury, NY 11590",Nassau County,(516) 997-5800,Home automation,70,,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/27/2020,2019-1507,Temporary Plant Layoff,Production Glue LLC & Department of Events LLC,"252 W. 37th Street, Floor 7New York, NY 10018",New York County,(917) 304-3124,Event Company,25,,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/21/2020,2019-1503,Temporary Plant Layoff,"Hard Rock Café International USA, Inc., Hard Rock Café Niagara Falls","333 Prospect St.Niagara Falls, NY 14303",Niagara County,(954) 797-5478,Restaurant,58,,4/13/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/16/2020,2019-1465,Temporary Plant Layoff,Allied Aviation Services Inc.,"266 West 37th Street, 3rd Floor, Suite 302New York, NY 10018",New York County,(626) 318-4120,Airline Services,2,,4/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/13/2020,2019-1471,Temporary Plant Closing,Bed Bath & Beyond (Capital Region),"Store #7019, 1425 Central Ave, Unit 242Albany, NY 12205",Albany County,(908) 855-4563,Miscellaneous Home Furnishings Store,116,1893,Furloughs,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Closing
4/20/2020,2019-1508,Temporary Plant Layoff,Enterprise Holdings dba National and Alamo Rental Car,"743 BroadwayNew York, NY 10003",New York/Queens County,(929) 372-7860,Rental Car,74,,4/3/2020,Unforeseeable business circumstances prompted by COVID-19,"United Construction Trades and Industrial Employees Union, Garage Employees Local Union 272-IBT",Temporary Plant Layoff
4/8/2020,2019-1214,Temporary Plant Closing,Westbury Manor Enterprises Inc.,"1100 Jericho TurnpikeWestbury, NY 11590",Nassau County,(516) 333-7117,Restaurant,119,119,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,2019-1029,Temporary Plant Layoff,Fred Smith Plumbing & Heating,"1674 First AvenueNew York, NY 10128",New York County,(212) 744-1300,Plumbing and Heating,74,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/23/2020,2019-1511,Temporary Plant Closing,PQ New York Inc. dba Le Pain Quotidien,"(151 LPQ Garden City, Inc.)630 Old Country RoadRoom 1024BGarden City, NY 11530",Nassau County,(646) 553-1323,Restaurant,27,27,Separation,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Closing
4/23/2020,2019-1512,Temporary Plant Closing,PQ New York Inc. dba Le Pain Quotidien,"402 PQ Rye, Inc.Rye, NY 10580",Westchester County,(646) 553-1323,Restaurant,23,42,Separation,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Closing
4/23/2020,2019-1510,Temporary Plant Closing,PQ New York Inc. dba Le Pain Quotidien (29 New York City sites),,New York/Kings County,(646) 553-1323,Restaurant,678,678,Separation,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Closing
3/30/2020,2019-1482,Temporary Plant Layoff,"Peninsula Hotel New York, LLC","700 5th AvenueNew York, NY 10019",New York County,(212) 903-3912,Hotel,459,,3/29/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO and UNITE HERE",Temporary Plant Layoff
4/22/2020,2019-1484,Temporary Plant Layoff,"Deluxe Creative Services, Inc.","44 West 18th StreetNew York, NY 10011",New York County,(747) 400-7986,Visual Effects and Post Production Services,19,,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/23/2020,2019-1485,Temporary Plant Layoff,"Deluxe Creative Services, Inc.","218 West 18th StreetNew York, NY 10011",New York County,(747) 400-7986,Visual Effects and Post Production Services,66,,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
2/19/2020,2019-0307,Plant Layoff,CBRE,"275 7th Avenue, 17th FloorNew York, NY 10011",New York County,(214) 438-8850,Commercial Real Estate Services,46,57,Separations,Reduction in workload due to a change in business priorities.,The employees are not represented by a union.,Plant Layoff
4/9/2020,2019-1247,Temporary Plant Layoff,"Slocum Dickson Medical Group, PLLC","1729 Burrstone RoadNew Hartford, NY 13413",Oneida County,(315) 624-1962,Medical Facility,33,,23,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/17/2020,2019-1480,Plant Layoff,One Kings Lane,"250 Hudson Street, 11th FloorNew York, NY 10013",New York County,(212) 430-7612,Interior Design,16,,4/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Plant Layoff
1/24/2020,2019-0252,Possible Plant Layoff,Fairway Group Holdings Corp.,"Harlem2328 12th AvenueNew York, NY 10027",New York County,(646) 616-8090,Grocery Store,165,2479,Layoffs,Economic,"UFCW, Local 1500; UFCW, Local 1262; UFCW, Local 371",Possible Plant Layoff
3/27/2020,2019-1486,Temporary Plant Layoff,"F21 OpCo, LLC dba Forever 21","435 Seventh AvenueNew York, NY 10120",New York County,(213) 765-2966,Retail Store,429,,3/29/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/22/2020,2019-1478,Temporary Reduction in Work Hours,"Anesthesia Group of Albany, P.C.","1450 Western Avenue, Suite 102Albany, NY 12203",Albany County,(518) 463-0050 Ext,Health Care,95,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Reduction in Work Hours
4/24/2020,2019-1481,Plant Closing,Semiconductor Components Industries LLC dba ON Semiconductor,"1964 Lake AvenueRochester, NY 14615",Monroe County,(585) 784-5519,"Wafer fab, assembly, and test operations",104,,7/30/2020,Economic,The employees are not represented by a union,Plant Closing
4/14/2020,2019-1462,Temporary Plant Layoff,Imagine Early Learning Centers,"7 Willowdale AvenuePt. Washington, NY 11050",Nassau/Suffolk County,(718) 960-8553,School,33,,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union. Non Union,Temporary Plant Layoff
4/22/2020,2019-1461,Temporary Plant Layoff,"Quincy Compressor, LLC","87 East Jefryn Blvd., Unit BDeer Park, NY 11729",Suffolk County,(973) 606-8217,Air Compressor Manufacturer,20,,4/3/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/21/2020,2019-1460,Plant Closing,"Highgate Hotels, L.P. dba The Maxwell Hotel NYC","541 Lexington AvenueNew York, NY 10022",New York County,(212) 407-2915,Hotel,397,397,4/25/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Plant Closing
4/3/2020,2019-1470,Plant Layoff,"Mid Rockland Imaging Partners, Inc.",(Several sites in Long Island),Suffolk/Nassau County,(302) 533-2102,Diagnostic Imaging Center,18,,Layoffs,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Plant Layoff
4/3/2020,2019-1469,Plant Layoff,"Mid Rockland Imaging Partners, Inc.",(Several sites in NYC),New York/Kings/Queens/Bronx/ County,(302) 533-2102,Diagnostic Imaging Center,74,,Layoffs,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Plant Layoff
4/22/2020,2019-1479,Temporary Plant Layoff/Plant Layoff,"Action Environmental Systems, LLC","920 132nd StreetBronx, NY 10454",Bronx County,(973) 286-7064,Waste Services and Material Recycling,55,,4/1/2020,Unforeseeable business circumstances prompted by COVID-19,"Waste Material Recycling and General Industrial Laborers Local 108, L.I.U.N.A., AFL-CIO",Temporary Plant Layoff/Plant Layoff
4/3/2020,2019-1487,Temporary Plant Layoff,"Global Operations Security Services, Inc.","54 W. 39th Street, 5th FloorNew York, NY 10018",New York County,(917) 400-4109,Security Services,115,,4/3/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/17/2020,2019-1416,Temporary Plant Closing,"144 PQ 97th Street, Inc.","1399 Madison AvenueNew York, NY 10029",New York County,(646) 553-1323,Restaurant,32,32,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/17/2020,2019-1415,Temporary Plant Closing,Tacombi,"265 BoweryNew York, NY 10002",New York/Kings County,(570) 751-6882,Restaurant,357,357,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/17/2020,2019-1428,Temporary Plant Layoff,Wolf on Broadway LLC dba Wolfgang's Steakhouse,"1359 BroadwayNew York, NY 10018",New York County,(646) 642-4655,Restaurant,67,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/17/2020,2019-1426,Temporary Plant Closing,Wolf Westside LLC dba Wolfgang's Steakhouse,"250 West 41st StreetNew York, NY 10018",New York County,(646) 642-4655,Restaurant,76,,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/17/2020,2019-1430,Temporary Plant Closing,The Surrey Hotel,"20 E. 76th StreetNew York, NY 10021",New York County,(646) 358-3605,Hotel,110,110,3/24/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
4/17/2020,2019-1427,Temporary Plant Layoff,Aludyne New York,"4320 Federal DriveBatavia, NY 14020",Genesee County,(585) 815-1726,Manufacturing,103,,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,"UAW Union, Local 481",Temporary Plant Layoff
3/25/2020,2019-1442,Temporary Plant Closing,Funburger Corporation dba Curry-Ya,"1467 Amsterdam AveNew York, NY 10027",New York County,(212) 228-3030,Restaurant,,,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/8/2020,2019-1441,Temporary Plant Layoff,Major Dough Soho 463 LLC,"463 W BroadwayNew York, NY 10012",New York County,-----,Restaurant,68,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/17/2020,2019-1440,Temporary Plant Layoff,BC Hospitality Group LLC,"205 Hudson Street, Suite 1001New York, NY 10013",New York County,(646) 389-0882,Restaurant,3,,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/17/2020,2019-1439,Temporary Plant Layoff,E2 60 West 22nd Street LLC,"60 W 22nd StreetNew York, NY 10010",New York County,(646) 389-0882,Restaurant,24,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/17/2020,2019-1438,Temporary Plant Layoff,E2 185 Bleecker LLC,"185 Bleecker St.New York, NY 10012",New York County,(646) 389-0882,Restaurant,21,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/17/2020,2019-1437,Temporary Plant Layoff,BC 1385 Broadway LLC,"1385 BroadwayNew York, NY 10003",New York County,(646) 389-0882,Restaurant,15,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/17/2020,2019-1436,Temporary Plant Layoff,CW SSS LLC,"181 Front StreetNew York, NY 10038",New York County,(646) 389-0882,Restaurant,16,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/17/2020,2019-1435,Temporary Plant Layoff,E2 Lafayette LLC,"240 Lafayette St.New York, NY 10012",New York County,(646) 389-0882,Restaurant,24,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/17/2020,2019-1433,Temporary Plant Closing,BC Union Square LLC,"30 E. 16th StreetNew York, NY 10003",New York County,(646) 389-0882,Restaurant,18,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/17/2020,2019-1432,Temporary Plant Closing,BC 630 Lexington LLC,"630 Lexington AvenueNew York, NY 10022",New York County,(646) 389-0882,Restaurant,12,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/17/2020,2019-1431,Temporary Plant Layoff,BCRC LLC,"1 Rockefeller PlazaNew York, NY 10020",New York County,(646) 389-0882,Restaurant,26,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/17/2020,2019-1434,Temporary Plant Layoff,BC Williamsburg LLC,"171 N. 3rd StreetBrooklyn, NY 11211",Kings County,(646) 389-0882,Restaurant,17,,3/23/2020,EconomicUnforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/17/2020,2019-1429,Plant Closing,Zaro's Family Bakery,"138 Bruckner Blvd.Bronx, NY 10454",Bronx County,(917) 792-2685,Bakery,64,64,7/19/2020,Relocation,"The Bakery , Confectionary, Tobacco Workers & Grain Millers Union, Local 53 or Teamsters Local 805 Union",Plant Closing
4/17/2020,2019-1455,Temporary Plant Closing,MBRP Restaurant Inc.,"1454 2nd AvenueNew York, NY 10021",New York County,(212) 737-9391 Ext,Restaurant,89,89,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
